procedure_code,long_description,short_description,procedure_code_key,gold_run_id,gold_processed_timestamp
A9153,"Multiple vitamins, with or without minerals and trace elements, oral, per dose, not otherwise specified",Multi-vitamin nos,bc40c92fbafe7a4bd737eb72d0fb7bcb649a2438f17c76055b269eec3cc5b1a9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9284,"Spirometer, non-electronic, includes all accessories",Non-electronic spirometer,10cbcb581fa02cd8e1d9922aa973b57984dac6cadb9cd00963d17cdec6dff929,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9503,"Technetium tc-99m medronate, diagnostic, per study dose, up to 30 millicuries",Tc99m medronate,ff61234951c909d56837ce6b9748b0ae77b7c65ecdbcffd80338d230e9e1f4df,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9504,"Technetium tc-99m apcitide, diagnostic, per study dose, up to 20 millicuries",Tc99m apcitide,54621d8a1806e18ae0ff66bb81bd89c9ec3953e65c3f61d067ca462230b98ece,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9516,"Iodine i-123 sodium iodide, diagnostic, per 100 microcuries, up to 999 microcuries",Iodine i-123 sod iodide mic,72c96d39bdccc6734c2c98fd547129e17eda6f3c1709bb7af5e93f0c89e612c8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9517,"Iodine i-131 sodium iodide capsule(s), therapeutic, per millicurie","I131 iodide cap, rx",86f914924aa97cc8815c747b28c215a269b1b65e752af0f92d1af42afa543716,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9578,"Injection, gadobenate dimeglumine (multihance multipack), per ml",Inj multihance multipack,daee11126910477477405adca6748a6ff028ca7244da6e4856e94cc51f5294cf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9579,"Injection, gadolinium-based magnetic resonance contrast agent, not otherwise specified (nos), per ml","Gad-base mr contrast nos,1ml",52d3351ed9b1115724cb64091ac33c0ff3fb0aef31a83ccd65178fec44d0f4f9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9900,"Miscellaneous dme supply, accessory, and/or service component of another hcpcs code",Supply/accessory/service,c0fcd900064bb75f8b18eb77ebfc2d9c2b5edba1b0aa06d2e6305ea4e3a5e603,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4100,"Food thickener, administered orally, per ounce",Food thickener oral,08d3b77990d5ab282728ad41c4ac082e68e8e18afaf9444ec0cb4f169ced02ae,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4103,"Enteral formula, for pediatrics, used to replace fluids and electrolytes (e.g., clear liquids), 500 ml = 1 unit",Ef ped fluid and electrolyte,91a8bc2ebd7c49ce4df7a1329725d6190d1d3630393797f6514d322c01f99638,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
B4152,"Enteral formula, nutritionally complete, calorically dense (equal to or greater than 1.5 kcal/ml) with intact nutrients, includes proteins, fats, carbohydrates, vitamins and minerals, may include fiber, administered through an enteral feeding tube, 100 calories = 1 unit",Ef calorie dense>/=1.5kcal,dfa70b7217a40ec015af683625ef27e13ea0122930c4b2225206d1c15fc44415,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1300,"Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval",Hyperbaric oxygen,b8ac2f16e45fc67f53f669850ddb193487bf8d4082e334386f4728b30a014e97,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1714,"Catheter, transluminal atherectomy, directional","Cath, trans atherectomy, dir",d17e5d1150946a821f15824b9eb32ca3ab359bee0318eb3a49ba9b4dc52a4410,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1730,"Catheter, electrophysiology, diagnostic, other than 3d mapping (19 or fewer electrodes)","Cath, ep, 19 or few elect",d5da96c01e10a9c09f64a272e74fedcf256c338522ee953bb4104c3cd6bac58a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1748,"Endoscope, single-use (i.e. disposable), upper gi, imaging/illumination device (insertable)","Endoscope, single, ugi",e9ba0a01f05735a302fe0755f2bb22afb1651dc95a50f0d610f5201d3033c271,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1757,"Catheter, thrombectomy/embolectomy","Cath, thrombectomy/embolect",e67ce33d9a22f8ffcebec0dccbdf02d315ccbe193cea4beb10abff12d942e899,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1764,"Event recorder, cardiac (implantable)","Event recorder, cardiac",72fccee837fd7ec3743ca7dba45b902e2ef30fa02fc9c1289ffdcb8e6b942695,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1789,"Prosthesis, breast (implantable)","Prosthesis, breast, imp",d27d4e30377b5992a70f79166a22b2caba08d8f0590ffd9224f59750c337f5b9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C1884,Embolization protective system,Embolization protect syst,c7399a17859b29811a0e96fa63ffb83f62783e314d2c27c4a9feb748e429a0b4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C2628,"Catheter, occlusion","Catheter, occlusion",e9bd5f691b0f895277aaf74e657e77d4fa49360ec1e8837bafc794e70de77643,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C5278,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part thereof (list separately in addition to code for primary procedure)",Low cost skin substitute app,d4b5deeaa85613e8c2fff9ea976e6b20879ecd43fea5b94eef163bae33daf738,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C8903,"Magnetic resonance imaging with contrast, breast; unilateral","Mri w/cont, breast,  uni",3a0746a6ea27cad7610655880073ca206b9ea770d5ca9865c7bcd82cab900b65,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C8913,"Magnetic resonance angiography without contrast, lower extremity","Mra w/o cont, lwr ext",679cdae178e05a202f5482e46cdf3af45e9fa25c71d2a9c0f054da11f3e9ea32,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C8925,"Transesophageal echocardiography (tee) with contrast, or without contrast followed by with contrast, real time with image documentation (2d) (with or without m-mode recording); including probe placement, image acquisition, interpretation and report","2d tee w or w/o fol w/con,in",80efbe5956c527119d55d5fcbddb28a02f2869ae0946033e6be7f698b5cad59c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9352,"Microporous collagen implantable tube (neuragen nerve guide), per centimeter length","Neuragen nerve guide, per cm",8795a34dfd047cb71e5e8b48f51552a53a9e5c5ac5ee6e4b330daae11b6bd263,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9444,"Injection, oritavancin, 10 mg","Injection, oritavancin",0c85a9acad36d3679c43f820354a6f708bea91d695265f3f600fb44a80d87cf0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9457,"Injection, sulfur hexafluoride lipid microsphere, per ml",Lumason contrast agent,8101686c2c1065a85d982fab1444cc81ca1e69a1436b8651b6bcda62e200a17b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9606,"Percutaneous transluminal revascularization of acute total/subtotal occlusion during acute myocardial infarction, coronary artery or coronary artery bypass graft, any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, including aspiration thrombectomy when performed, single vessel",Perc d-e cor revasc w ami s,acae2f90d848406edaf311de9e8da16042fda27ee33bb66fdeeb8efaee87a814,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9728,"Placement of interstitial device(s) for radiation therapy/surgery guidance (e.g., fiducial markers, dosimeter), for other than the following sites (any approach): abdomen, pelvis, prostate, retroperitoneum, thorax, single or multiple","Place device/marker, non pro",b569756cca447d7d7974b3ed329b42b3a0e8f9c0ff50e52ef31154ad6e20f0ca,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9749,Repair of nasal vestibular lateral wall stenosis with implant(s),Repair nasal stenosis w/imp,60357e8f8cd829fa0f5df26e59bf60a36a529c3b1b8bff5bfba76a1729b0b520,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
C9763,"Cardiac magnetic resonance imaging for morphology and function, quantification of segmental dysfunction; with stress imaging",Cardiac mri seg dys stress,678e1f6cabaab54a99e3e0811e0cad1a2bfc50ab355fb08eac0502e6f6556aa4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0100,"Cane, includes canes of all materials, adjustable or fixed, with tip",Cane adjust/fixed with tip,3e8c1ad8f0489cb15aba9eb580bab14b4cfd1e5921faa7165549f2c156645a7a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0155,"Wheel attachment, rigid pick-up walker, per pair","Walker wheel attachment,pair",ff0dd8626bd26ddae32bfbf52dd4170ccbb45daf3b95040bf663927bcf97285e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0172,"Seat lift mechanism placed over or on top of toilet, any type",Seat lift mechanism toilet,40e259eecda8a926fc1af8a2f5efb6571e51b5fb84f82727c27331f25920ba15,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0175,"Foot rest, for use with commode chair, each",Commode chair foot rest,baf4a7355b034bad682fcd23c3718c8c37c85a43e63588084fd8e5bac60670e3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0205,"Heat lamp, with stand, includes bulb, or infrared element",Heat lamp with stand,10e9018da45cc5cc0dfb27b5237627f9970bec0f32e5981dcb374d40b3d3f000,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0221,Infrared heating pad system,Infrared heating pad system,691092161ae4eaf0a259cfd3a72f9e2e1bc9982956d63966c0de165f3a62436b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0256,"Hospital bed, variable height, hi-lo, with any type side rails, without mattress",Hospital bed var ht w/o matt,e835485ec7be79a8f6e14356410e82f95e9983bd919e722aed246caf88d2d5ae,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0295,"Hospital bed, semi-electric (head and foot adjustment), without side rails, without mattress",Hosp bed semi-elect w/o matt,d386737bc0d5a1ee486a6371f665f050712273fe75bbd0a84b85803ca3346f44,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0328,"Hospital bed, pediatric, manual, 360 degree side enclosures, top of headboard, footboard and side rails up to 24 inches above the spring, includes mattress","Ped hospital bed, manual",97e7323a302b575371556a39cfe40099d92e76d8ea480a40e491d46085e7fcbc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0350,Control unit for electronic bowel irrigation/evacuation system,Control unit bowel system,b17e5bb11da8f89e484fec491ab47299617c269d11df40259b2e9b2a901757bf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0434,"Portable liquid oxygen system, rental; includes portable container, supply reservoir, humidifier, flowmeter, refill adaptor, contents gauge, cannula or mask, and tubing",Portable liquid 02,bf5fc62fc0c1e265a0ce4f201a3bd84a9c41d730777acd5619ba51fd44db8019,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0445,Oximeter device for measuring blood oxygen levels non-invasively,Oximeter non-invasive,d4350ddb5d3b15f4e5212401436ff711300f665077073a83027494d7373fea75,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0482,"Cough stimulating device, alternating positive and negative airway pressure",Cough stimulating device,e23a47f9f11d7b3fd0122cfab81b74dc09311c894959e75405d65d0d25f6493c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0606,Postural drainage board,Drainage board postural,0089ace3663ca73f0439556bbdecd8b399993f693dffe5e553c9da91b852dc1c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0730,"Transcutaneous electrical nerve stimulation (tens) device, four or more leads, for multiple nerve stimulation",Tens four lead,880ab75dfbcd7d1bb78495f2b1097825e55292e281db0b73ded57912235e17f6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0760,"Osteogenesis stimulator, low intensity ultrasound, non-invasive",Osteogen ultrasound stimltor,56c1d5b4cd06212d7ca0d187d7e5ee1e1e7491196f769bc55b6efeab0b5f691f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0764,"Functional neuromuscular stimulation, transcutaneous stimulation of sequential muscle groups of ambulation with computer control, used for walking by spinal cord injured, entire system, after completion of training program",Functional neuromuscularstim,a70db415da8a44acb2de5cb3e0cafe8dd7991341757ff4717988663b8928150d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0765,"Fda approved nerve stimulator, with replaceable batteries, for treatment of nausea and vomiting",Nerve stimulator for tx n&v,9bb86ebe451bb8fe0b707ab99ada3907d6f974849057dd2af5b0d5e601c260a5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0780,"Ambulatory infusion pump, mechanical, reusable, for infusion less than 8 hours",Mech amb infusion pump <8hrs,018c581519676887897190d4094471d380c5a11f232f9fcfc188a11838075ffc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0936,Continuous passive motion exercise device for use other than knee,"Cpm device, other than knee",f580f0dfae14a128399bdbbde5681f5d46554f79ac589f4791d0efdcd15bb55e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0957,"Wheelchair accessory, medial thigh support, any type, including fixed mounting hardware, each",W/c medial thigh support,d0fc8e917b3dc5315418881d967d4a94ec21c4352b1d0415cdb032ffce0e0f78,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0960,"Wheelchair accessory, shoulder harness/straps or chest strap, including any type mounting hardware",W/c shoulder harness/straps,6f0eb8786fda5f5b24d1c74cf971fbca5fa7be87c11e8e404b270a5a6a04aa75,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E0985,"Wheelchair accessory, seat lift mechanism",W/c seat lift mechanism,bfa3cf698fc0cb95aa5e3bab3864c7d23eecc8ef159d9768eea363f4cf1da7d7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1007,"Wheelchair accessory, power seating system, combination tilt and recline, with mechanical shear reduction",Pwr seat combo w/shear,25bfe54442a1c178498f6aebffa0adfc8ffb400f32537f012fd045293d796717,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1012,"Wheelchair accessory, addition to power seating system, center mount power elevating leg rest/platform, complete system, any type, each",Ctr mount pwr elev leg rest,7fd9967eb93f69f2e52f8412a4a84410fa5c890cb47eb88f0f7f345adacbc450,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1016,"Shock absorber for power wheelchair, each",Shock absorber for power w/c,e02721f0a6f0f4c9656ac2adc2fae81689904fb35327e2d899d634de41acd480,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1028,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware for joystick, other control interface or positioning accessory",W/c manual swingaway,09dfd56bcc527f3cc726004336acf722888b55f94bb9997b4281036cc8e025ee,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1089,"High strength lightweight wheelchair, fixed length arms, swing away detachable footrest",Wheelchair lightwt fixed arm,18d9d5130ab6c3c180276a0a40f82bfb023d23888c089ebc28ae7ad40e8c9936,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1093,"Wide heavy duty wheelchair, detachable arms desk or full length arms, swing away detachable footrests",Wheelchair wide w/ foot rest,b7dc8264e6f86340cb6366cbcd7b6fc6b0d325c24d2fb33fda390b5c947d5d78,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1140,"Wheelchair, detachable arms, desk or full length, swing away detachable footrests",Wheelchair standard detach a,d802f06b6a318e704208261dbca459c1220972ff9d9a6d6216b48a4ce1c4e710,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1235,"Wheelchair, pediatric size, rigid, adjustable, with seating system",Rigid ped wc adjustable,c860ce0ce47b73f1bd628a6dd9a7743890b2a09e59513793792526c158303fe4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1520,Heparin infusion pump for hemodialysis,Heparin infusion pump,6d8389485cb0fb3db8f165e227bb6f754e15ad7771153458de66c422de303aa1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1700,Jaw motion rehabilitation system,Jaw motion rehab system,ab41cfa28a8db72a66145c96098816bc3e01be0441d20370038c2b03fab8313b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E1821,Replacement soft interface material/cuffs for bi-directional static progressive stretch device,Replacement interface spsd,1cfaf4a75fde37b0dfb37f36077eaeb4be840b555b983d2a9fc9e9635d934881,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2101,Blood glucose monitor with integrated lancing/blood sample,Bld glucose monitor w lance,44291d7bec37372906b7ecfbccba4c77db1b157554afc7f6f0d0f24a829f819f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2203,"Manual wheelchair accessory, nonstandard seat frame depth, 20 to less than 22 inches",Frame depth less than 22 in,cd52c65518d132aad30358704a6b0d24f0b53c2e3ac4ef48826a1b1a8065308d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2207,"Wheelchair accessory, crutch and cane holder, each",Crutch and cane holder,4ace94ebd421b83284c9284b6ef56d635fd94b8e02d5bc9238852ef0f2b7e39a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2300,"Wheelchair accessory, power seat elevation system, any type",Pwr seat elevation sys,e668e01a01066ae1e54b3c7ec20b3c3320beb1f34bb15dc2134c77d7ff19b455,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2398,"Wheelchair accessory, dynamic positioning hardware for back",Wc dynamic pos back hardware,869ab396fe522fb2dc1cd44565e4d1753fb18687ab113df7fec4cc829e8e27cf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2510,"Speech generating device, synthesized speech, permitting multiple methods of message formulation and multiple methods of device access",Sgd w multi methods msg/accs,01aba230e6ae31b30ef572a5f4ecf099cafd1040898c5bff13a8a82ab4a947fb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2603,"Skin protection wheelchair seat cushion, width less than 22 inches, any depth",Skin protect wc cus wd <22in,6a89fb2882d1ef3f123410efe81c543074792c30db329bd70d4eceb5ea4054b8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2626,"Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, adjustable",Seo mobile arm sup att to wc,156713dde66e9cfe30759949c584f244515da144b078bb91dade9af8ac9cc6d0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
E2630,"Wheelchair accessory, shoulder elbow, mobile arm support, monosuspension arm and hand support, overhead elbow forearm hand sling support, yoke type suspension support",Monosuspension arm/hand supp,00bb6330731a7a32e1fb0e17ab0f55812676f4ae37bcd1a8657de5728cdb63b3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0008,Administration of influenza virus vaccine,Admin influenza virus vac,a688b9f02fe92bf141c66c937e2590902668bca3b531daa583da6b348e532697,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0009,Administration of pneumococcal vaccine,Admin pneumococcal vaccine,b3a69fc16b21fa1b2773fbe05230ecddd5ebade9dc2e8f2d7968be8a07a678ef,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0069,"Professional services for the administration of subcutaneous immunotherapy or other subcutaneous infusion drug or biological for each infusion drug administration calendar day in the individual's home, each 15 minutes",Adm sq infusion drug in home,aa33e84630c538eff641ff3f5c6e89b65ba2ef1837cc1ce5e19130cbd32005fd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0084,"Comprehensive (60 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man h v ext pt 60 m,17cb6689aa81d02fdbe05a9164f3c89a9a71e41d642b27e1b8f69dfe52a33c47,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0109,"Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",Diab manage trn ind/group,66054013355429ddd1ed39e6215aafb70a06813bba67b5f13e8ba445816a6b24,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0122,Colorectal cancer screening; barium enema,Colon ca scrn; barium enema,2410e6ab31e83815361ec6415f9687cc22ccc2673336e45fd7e975db4beba2b6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",Screen c/v thin layer by md,375decf0d96183864b07d4a051d20c5900402a8e46176bac8263396320ff51b9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0204,"Diagnostic mammography, including computer-aided detection (cad) when performed; bilateral",Dx mammo incl cad bi,a77576bd1b0b481a696b3150b3693cb049ff0a35127f2b800b736b8c4f2d239d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0365,"Vessel mapping of vessels for hemodialysis access (services for preoperative vessel mapping prior to creation of hemodialysis access using an autogenous hemodialysis conduit, including arterial inflow and venous outflow)",Vessel mapping hemo access,bc5c489884c24e3e1df5a8a3c91514a3d099627039fa4197bb549a111705beee,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0380,"Level 1 hospital emergency department visit provided in a type b emergency department; (the ed must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 cfr 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",Lev 1 hosp type b ed visit,814cfbabb1d9b4e53f77905a95aa11efb590d9862a5f7297a22cba55317a5728,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0468,"Federally qualified health center (fqhc) visit, ippe or awv; a fqhc visit that includes an initial preventive physical examination (ippe) or annual wellness visit (awv) and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving an ippe or awv","Fqhc visit, ippe or awv",55be1e40f90b5bfcadd6fa3347685d1f0001f1b12e95a6a49d05c0f8a42297cd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0478,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures, (e.g., immunoassay) read by instrument-assisted direct optical observation (e.g., dipsticks, cups, cards, cartridges), includes sample validation when performed, per date of service",Drug test presump opt inst,8be0a5518aef2910622b4bfe2f01f9cd7fba1fb0542b720f07b9508fcd2230ac,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0908,Most recent hemoglobin (hgb) level > 12.0 g/dl,Hgb > 12 g/dl,c675e861a25ee66a995c8af53dbb57f5f91cf58b920a12161725bd46438779e3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G0918,Satisfaction with care not achieved within 90 days following cataract surgery,No satisfy with care,649877045fac32c31c98ed49f4adffe559b0f317a37426724ad91162bd1437c8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G1014,"Clinical decision support mechanism inveniqa semantic answers in medicine, as defined by the medicare appropriate use criteria program",Cdsm inveniqa,6fcf0e5071ca986ec98a607bc76c9f4ece0ab323983f144a9910b2789d903e01,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G1021,"Clinical decision support mechanism ehealthline clinical decision support mechanism, as defined by the medicare appropriate use criteria program",Cdsm ehealthline,0bcafa3e2ecbf205c6e84893dcef77d1dabe06ee5e2aaa70f819e7bee46daec6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2001,"Brief (20 minutes) in-home visit for a new patient post-discharge. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility within 90 days following discharge from an inpatient facility and no more than 9 times.)",Post d/c h vst new pt 20 m,35339203ccf321fe524bbb55ec8585c64798d26d428f423da2afb8f579fae572,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2024,"Specimen collection for severe acute respiratory syndrome coronavirus  2 (sars-cov-2) (coronavirus disease [covid-19]) from an individual in a  snf or by a laboratory on behalf of a hha, any specimen source",Spec coll snf/lab covid-19,4328bfdfb5592d62ee35901b940a6623a9e3b0b1fa9a9b811bd9e91edde70469,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2065,"Comprehensive care management for a single high-risk disease services, e.g. principal care management, at least 30 minutes of clinical staff time directed by a physician or other qualified health care professional, per calendar month with the following elements: one complex chronic condition lasting at least 3 months, which is the focus of the care plan, the condition is of sufficient severity to place patient at risk of hospitalization or have been cause of a recent hospitalization, the condition requires development or revision of disease-specific care plan, the condition requires frequent adjustments in the medication regimen, and/or the management of the condition is unusually complex due to comorbidities",Clin mang h risk dx 30,078a44022f3424e1599d84a32f4b302ae04c1433610647deb28d3312f2e89ad0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G2066,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and technician review, technical support and distribution of results",Inter devc remote 30d,07afd4505124f3247194d9d2ede56190a27f5f809c398a93931d002e5e12a458,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
