DIAGNOSIS_CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,diagnosis_code_key,gold_run_id,gold_processed_timestamp
V1988XA,"Pedl cyclst (driver) injured in oth transport acc, init","Pedal cyclist (driver) (passenger) injured in other specified transport accidents, initial encounter",cb3cd9278352a8e4af74caa26250c836860042a89f38d95a2a6a4fc9a215c6e7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V201XXS,"Mtrcy passenger injured in clsn w ped/anml nontraf, sequela","Motorcycle passenger injured in collision with pedestrian or animal in nontraffic accident, sequela",6f9397a5cad09071f90c8c68adc4db6aeb9ae984b23e975b3f67b0f6d16137f0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2039XD,"Prsn brd/alit other mtrcy inj in clsn with ped/anml, subs","Person boarding or alighting other motorcycle injured in collision with pedestrian or animal, subsequent encounter",cc13c62f8856ea33e50df9e8a15b93caee2a880e1f380c62daaed8a630c1f6e4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2059XS,"Other mtrcy pasngr inj in clsn with ped/anml in traf, sqla","Other motorcycle passenger injured in collision with pedestrian or animal in traffic accident, sequela",c7ceefa5afebe8f05d059c4a4627a028c4158a14076917d4ca079da401d0a70f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V205XXS,"Mtrcy passenger injured in clsn w ped/anml in traf, sequela","Motorcycle passenger injured in collision with pedestrian or animal in traffic accident, sequela",b863d09ac28f24c9db0ec962f6ac54ea4a0ffdf3fc5f0ad9076a6fc640c1608e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V209XXS,"Unsp mtrcy rider injured in clsn w ped/anml in traf, sequela","Unspecified motorcycle rider injured in collision with pedestrian or animal in traffic accident, sequela",017c20c6f08c133d134c38a3908fcc72199ed2fbe0d41c62aa60cc0efdcc17d6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2119XA,"Other mtrcy pasngr inj in clsn with pedl cyc nontraf, init","Other motorcycle passenger injured in collision with pedal cycle in nontraffic accident, initial encounter",856b3137ee220d188ebfa6f07d0ce47f7ca48b2ea99a4b317396dff71b23a41a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2151XD,"Electc bike pasngr inj in clsn with pedl cyc in traf, subs","Electric (assisted) bicycle passenger injured in collision with pedal cycle in traffic accident, subsequent encounter",cc51ffcf5c1d575f1eb56ad41e41bbb51181be1aa3708ce7126b6e3a4d88eb49,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2201XA,"Electc bike driver injured in collision 2/3whl nontraf, init","Electric (assisted) bicycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter",d0b6a75bf31fa7aa2f767f7cb3ad4228ab5edb18dde663d2de074f37e087ea90,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2241XA,"Electc bike driver injured in collision 2/3whl in traf, init","Electric (assisted) bicycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",b7d2220b823a126e9a331efa1c81b0f710fdc8ddc39b4d73c46c791549841aba,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V232XXS,"Unsp mtrcy rider inj pk-up truck, pk-up/van nontraf, sequela","Unspecified motorcycle rider injured in collision with car, pick-up truck or van in nontraffic accident, sequela",b5c725a81bc40a7561a1be1c1a3414888e00c7970fb759207ef4b48a55ee46a3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2399XA,"Unsp rider of mtrcy injured pick-up truck/van in traf, init","Unspecified rider of other motorcycle injured in collision with car, pick-up truck or van in traffic accident, initial encounter",5610196075fac64365e4f4e1f224ea91fdea8f0a3574057d81dc3fa63a98653d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2411XD,"Electc bike pasngr injured in clsn with hv veh nontraf, subs","Electric (assisted) bicycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",03b92b3f9e23313f0fa18683584a59156f46927227517c20a65152512a6b5432,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2499XD,"Unsp rider of mtrcy inj in clsn with hv veh in traf, subs","Unspecified rider of other motorcycle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",f0f50aaa7d4291869a61b65c31832370182ed2778e7dd9ca159d0845577ea01c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V252XXD,"Unsp mtrcy rider inj in clsn w rail trn/veh nontraf, subs","Unspecified motorcycle rider injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter",107da0d93171bb1a0ce97716b8cf391f1e446cea5e26b825d540f84ffd7587d1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V253XXD,"Prsn brd/alit mtrcy injured in clsn w rail trn/veh, subs","Person boarding or alighting a motorcycle injured in collision with railway train or railway vehicle, subsequent encounter",9b016f74ebabbb6c4a41d4d3233ce750f33e4430e4e9bc0bd579ca14f791eecf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2541XS,"Electc bike driver inj in clsn train/veh in traf, sequela","Electric (assisted) bicycle driver injured in collision with railway train or railway vehicle in traffic accident, sequela",0ad77a6b07086edea2f235363f5d77964db9dd1046c698c53f7257e2029c34a9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2559XD,"Other mtrcy pasngr injured in clsn train/veh in traf, subs","Other motorcycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",109604ce47e66a0cf09e50c6b10f0c1b588d98be29feefd8f2def47d38674b1c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V255XXS,"Mtrcy pasngr injured in clsn w rail trn/veh in traf, sequela","Motorcycle passenger injured in collision with railway train or railway vehicle in traffic accident, sequela",1fe2a4534c6a223e42416aa768bf423e6006bb700dd309c01c878890df25b2b5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2609XS,"Other mtrcy driver inj in clsn oth non-mv nontraf, sequela","Other motorcycle driver injured in collision with other nonmotor vehicle in nontraffic accident, sequela",ea15ab413900c861f2799cfec68919d617d1ea235b1c4ebb1d2b036616b1ab83,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2629XD,"Unsp rider of mtrcy injured in clsn oth non-mv nontraf, subs","Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",9f6b02d3851458db7d1498e748606fd817f7ffc6d58cee5c68a9f32d7bc1f9ba,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2631XS,"Prsn brd/alit an electc bike inj in clsn oth non-mv, sequela","Person boarding or alighting an electric (assisted) bicycle injured in collision with other nonmotor vehicle, sequela",bbf0f657fd259301cce4d28f9ccf9e5b375f6a18180016863ad063c0661c5b66,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2639XD,"Prsn brd/alit other mtrcy injured in clsn oth non-mv, subs","Person boarding or alighting other motorcycle injured in collision with other nonmotor vehicle, subsequent encounter",8a5302020f23d5e106f6e5a07dab3773dd1f626917e48fff443fed20e0a595a7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2651XD,"Electc bike pasngr injured in clsn oth non-mv in traf, subs","Electric (assisted) bicycle passenger injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",e2ec3674370a57e98611281d8cfa517ca797f952d62c778ea83a6ee15e15280c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2699XS,"Unsp rider of mtrcy inj in clsn oth non-mv in traf, sequela","Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in traffic accident, sequela",e8a1167668bc621048ae646dddfbb35b6416c9e2c09f32ec0cb48f1232c2c27b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V269XXD,"Unsp mtrcy rider inj in clsn w nonmtr vehicle in traf, subs","Unspecified motorcycle rider injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",b7a5b61c86cffb100016b3203d712ee32ff162e9b493850dc780eb6bc8ca75d2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2721XD,"Unsp electc bike rider inj clsn w statnry obj nontraf, subs","Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",2a3c00c1520b54dfce2b498b467a6e2da913560bd753045b761d0333dfc5a52f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2721XS,"Unsp electc bike rider inj clsn w statnry obj nontraf, sqla","Unspecified electric (assisted) bicycle rider injured in collision with fixed or stationary object in nontraffic accident, sequela",23bea2d50c8d89168b838e20b48da89e76fb2ab38c3972ba9334412a04bac75f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V272XXD,"Unsp mtrcy rider inj in clsn w statnry object nontraf, subs","Unspecified motorcycle rider injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",d69a661ac7cdfccad0da7e3e4e9347267612571c2bdf8ea9c39167363cb01be9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2759XA,"Other mtrcy pasngr inj clsn with statnry obj in traf, init","Other motorcycle passenger injured in collision with fixed or stationary object in traffic accident, initial encounter",4bfaa755cf827ac7a71d810d2adec9f40e31ca0fbd336e18bf7cb39df2dcca22,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V283XXD,"Prsn brd/alit mtrcy injured in nonclsn trnsp accident, subs","Person boarding or alighting a motorcycle injured in noncollision transport accident, subsequent encounter",c4f0f95f59fc9dcbed0dd09ab66ce086f5a66911b23fb8860875f4be8c3bfc44,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2899XD,"Unsp rider of mtrcy inj in nonclsn trnsp acc in traf, subs","Unspecified rider of other motorcycle injured in noncollision transport accident in traffic accident, subsequent encounter",9a73b0570871e22074fe7231b5ee28dda86432579efec7fc29724e4c62b07d84,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V29091S,"Electc bike driver inj in clsn with oth mv nontraf, sequela","Electric (assisted) bicycle driver injured in collision with other motor vehicles in nontraffic accident, sequela",9275f649ccbf2dec918a0656c9f569a75ac18f2e73e7e01b35d71e962420bf2b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V29291D,"Unsp electc bike rider inj in clsn with oth mv nontraf, subs","Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in nontraffic accident, subsequent encounter",7a4928459e227f0c0ca889e2ddada48cb5e7df8c43718ca5c9dc4e23db7f47d0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V29291S,"Unsp electc bike rider inj in clsn with oth mv nontraf, sqla","Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in nontraffic accident, sequela",e5a7bc043f9ea4e213de7ea9222fc4e10576bea918e598aefe53ede25cc58203,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2929XS,"Unsp mtrcy rider injured in clsn w oth mv nontraf, sequela","Unspecified motorcycle rider injured in collision with other motor vehicles in nontraffic accident, sequela",1ae7142fed44010a5aed3f1f94e4c240a24fdbda4b30bdc82a5f72051927ff1b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V29408S,"Other mtrcy driver inj in clsn with unsp mv in traf, sequela","Other motorcycle driver injured in collision with unspecified motor vehicles in traffic accident, sequela",7b627c368021b5090d6466295f944c3a28b3f444898170a52244ab73fc0d3d1d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V29501D,"Electc bike pasngr inj in clsn with unsp mv in traf, subs","Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter",57f3db8992de6bf180abd74bbb500940eeab437a50498bce70f1b1b4ae3dbac6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2950XS,"Mtrcy passenger injured in clsn w unsp mv in traf, sequela","Motorcycle passenger injured in collision with unspecified motor vehicles in traffic accident, sequela",545ed0f5e75b077045f8d0929b53f62454eab2bfc3191db754a1900f62c6cb0e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V29691D,"Unsp electc bike rider inj in clsn with oth mv in traf, subs","Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in traffic accident, subsequent encounter",f4fce7aaec5a683147466e178de210d437fa5e76338980d3844a9b9f352d0cb4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V2991XD,"Electc bike rider (driver) injured in unspecified traf, subs","Electric (assisted) bicycle rider (driver) (passenger) injured in unspecified traffic accident, subsequent encounter",a90f04634c1767f2db4a9788a7db378b943d76ee3384dd203dd726f5e24f49da,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V307XXA,"Person outside 3-whl mv inj in clsn w ped/anml in traf, init","Person on outside of three-wheeled motor vehicle injured in collision with pedestrian or animal in traffic accident, initial encounter",0fa471d9f800c626f6b7ced1518bf662e469ba484d80fb8cfe8ea0df1b723968,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V307XXS,"Person outsd 3-whl mv inj in clsn w ped/anml in traf, sqla","Person on outside of three-wheeled motor vehicle injured in collision with pedestrian or animal in traffic accident, sequela",0091326c7144dbf1918d54859b9ac66a16ddb96b989ed07cb256ac8e1a1e73c9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V312XXA,"Person outside 3-whl mv inj in clsn w pedl cyc nontraf, init","Person on outside of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, initial encounter",0dfdd9c30a65c2b0661c9e0d62a49764153aae332ae235bcc9f7b81a75a20cbd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V316XXA,"Pasngr in 3-whl mv injured in clsn w pedl cyc in traf, init","Passenger in three-wheeled motor vehicle injured in collision with pedal cycle in traffic accident, initial encounter",7bd147a6da81ece10cc4177fa475e5fe4bdee765e5f3a7fd56420423e69da528,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V322XXD,"Person outsd 3-whl mv inj in clsn w 2/3-whl mv nontraf, subs","Person on outside of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",e128f0b807d1733d7d8da2a1719d8c16fae35063114bb0f4536dce80c1eb3f55,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V336XXD,"Pasngr in 3-whl mv inj pk-up truck, pk-up/van in traf, subs","Passenger in three-wheeled motor vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",34819a20ad21c614565d48cc89e4eae7eded17cc66caf354a05e300792f0445e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V339XXS,"Occup of 3-whl mv inj pk-up truck, pk-up/van in traf, sqla","Unspecified occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela",f1ac85b35a1d8dca509d8c4b9fd66d113b085c76fafd7f3d5a5e5ad9fa437729,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V340XXA,"Driver of 3-whl mv injured in clsn w hv veh nontraf, init","Driver of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",bfcf73fda598666d31abbbf737b73284daf4bcf53417362f9e84016763536c54,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V347XXD,"Person outside 3-whl mv inj in clsn w hv veh in traf, subs","Person on outside of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",11ca3f72469b5ec0619927996ed6debf524ddcfdb64857e153a9c5884f097674,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V354XXA,"Prsn brd/alit a 3-whl mv inj in clsn w rail trn/veh, init","Person boarding or alighting a three-wheeled motor vehicle injured in collision with railway train or railway vehicle, initial encounter",aa6040c842f1ecf2f5be6dcc65f96db618718c42760469560005cb75dca1c829,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V359XXD,"Occup of 3-whl mv inj in clsn w rail trn/veh in traf, subs","Unspecified occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",e8d3cbc6bd69972e59ca9ac0d3329c18f4cca510d235bc80b062b830b58087d1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V362XXS,"Person outsd 3-whl mv inj in clsn w nonmtr veh nontraf, sqla","Person on outside of three-wheeled motor vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela",8e945efc25e0b1b08eb17514e72dee12a2a6b26aa38ce71b5fd0156e8d2aedee,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V370XXS,"Drvr of 3-whl mv inj in clsn w statnry object nontraf, sqla","Driver of three-wheeled motor vehicle injured in collision with fixed or stationary object in nontraffic accident, sequela",fa884167f7c05e01d25dbb4a7bacccdd6a5d0615f7dde51e5304b0998166d649,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V375XXD,"Drvr of 3-whl mv inj in clsn w statnry object in traf, subs","Driver of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident, subsequent encounter",4eaafd18973ce5493b460d13382b82532fd18384254d88ceed0de9ef45fa9c06,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V379XXD,"Occup of 3-whl mv inj in clsn w statnry object in traf, subs","Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident, subsequent encounter",f0377e218e1be80647e38d7427cfa042dfeb3d7aeabb5de40662ed2d40e702f3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V3940XS,"Driver of 3-whl mv inj in clsn w unsp mv in traf, sequela","Driver of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in traffic accident, sequela",de3c4f2ed42c82eb1990062d9997f8d5c98ba9393bd1355adb720bdf1b3ebba0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V400XXS,"Car driver injured in collision w ped/anml nontraf, sequela","Car driver injured in collision with pedestrian or animal in nontraffic accident, sequela",99a1ba261cb2cbc8e0bd5bfa376c5d2de3eeb2d63937dcb81486b41727589d55,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V401XXD,"Car passenger injured in collision w ped/anml nontraf, subs","Car passenger injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter",9924ca50a7ee43e4abcef6a75aee44578ddb96659f96b9ea2ad4369b7e398763,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V411XXS,"Car passenger injured in clsn w pedl cyc nontraf, sequela","Car passenger injured in collision with pedal cycle in nontraffic accident, sequela",79c893052637d200de6a31552b9b2b3c61c88ed11f5e016c2591993fc5823928,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4304XS,"Car driver injured in collision w van nontraf, sequela","Car driver injured in collision with van in nontraffic accident, sequela",a38e54674584678646cce088a1662925ee812fe8e985f3a278deb9f7d9a3d350,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4324XS,"Person outside car injured in clsn w van nontraf, sequela","Person on outside of car injured in collision with van in nontraffic accident, sequela",02aea95eeacf758d59a96da13f95aa1be99070f1e1fa6e6c2e323bbace639766,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4333XA,"Unsp car occ injured in clsn w pick-up truck nontraf, init","Unspecified car occupant injured in collision with pick-up truck in nontraffic accident, initial encounter",5f5177be23234a21c060b78559d86edc095f3108257db7e615d6402e22e74ec7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4342XA,"Prsn brd/alit a car injured in collision w car, init","Person boarding or alighting a car injured in collision with other type car, initial encounter",3effc93f362815056759546c4d49f5a121e9001fcb5b56d03cf95463bdef9b7f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4362XA,"Car passenger injured in collision w car in traf, init","Car passenger injured in collision with other type car in traffic accident, initial encounter",5bd56e4e5cf1b89fcd17acabcb8788ea002ec14bc2800c5f00cd5950797a7bdc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4374XA,"Person outside car injured in collision w van in traf, init","Person on outside of car injured in collision with van in traffic accident, initial encounter",379ee79fc0fd482d51ad5b283ec5588a8aec592adce0321dac0a1f1a23a97fcc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4393XD,"Unsp car occ injured in clsn w pick-up truck in traf, subs","Unspecified car occupant injured in collision with pick-up truck in traffic accident, subsequent encounter",ea33521e7f2044207875638480bea0bb8c4222256864a20024e7900640e235b0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V440XXA,"Car driver injured in collision w hv veh nontraf, init","Car driver injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",fdf2361815a24259cfdc5a9c75911978fd05f3910307364e4dd7354a5083fd79,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V441XXA,"Car passenger injured in collision w hv veh nontraf, init","Car passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter",583a30335aa6f852a89303b5b627ae676237136a6bd8c899463784faa3b6319e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V445XXD,"Car driver injured in collision w hv veh in traf, subs","Car driver injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",9481efadf200aa8dc962ede511aa68a6754f7ebbd2bcae081ce493d6e66ec076,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V445XXS,"Car driver injured in collision w hv veh in traf, sequela","Car driver injured in collision with heavy transport vehicle or bus in traffic accident, sequela",673456c00df3338bd0bbda8dcd7ad181d05a6fc66b5db73bc3ebc159dc99254c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V455XXD,"Car driver injured in collision w rail trn/veh in traf, subs","Car driver injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",972c2ff43073bef3f8ce4f00e30c9b09ffd8cdffdc0eb40db3271d77e29baf6c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V459XXS,"Unsp car occ injured in clsn w rail trn/veh in traf, sequela","Unspecified car occupant injured in collision with railway train or railway vehicle in traffic accident, sequela",a298255df5f57a0dc953ba1e16b2e506586cebe1d9b321fee33e7e043122ae73,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V463XXA,"Unsp car occ injured in clsn w nonmtr vehicle nontraf, init","Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",1f5b468ef0701ca778125c2acadd814d099b3f9c155a7f3bf938e448d8d3396b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V465XXD,"Car driver injured in clsn w nonmtr vehicle in traf, subs","Car driver injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",35f78316bdd80451a0c2de2ef1af3c2524e0c11cd47a524ab52ed9b4d108c8aa,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4731XS,"Occup of SUV inj in clsn w statnry object nontraf, sequela","Unspecified occupant of sport utility vehicle injured in collision with fixed or stationary object in nontraffic accident, sequela",4db3ed3aba6acd38539a09ebca4d745de04028c0b78de502e2f729d4567dc60e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V473XXS,"Unsp car occ inj in clsn with statnry object nontraf, sqla","Unspecified car occupant injured in collision with fixed or stationary object in nontraffic accident, sequela",a5584fa9cdbe41beb60e07daaeaf85ac1519f201115c6b256ecc8715b070061f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V475XXD,"Car driver injured in clsn with statnry object in traf, subs","Car driver injured in collision with fixed or stationary object in traffic accident, subsequent encounter",bbd3ad8c1d292cbda691b0eaba327d9f8365a50284e558f5d3b00eacfa6e376b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4791XS,"Occup of SUV inj in clsn w statnry object in traf, sequela","Unspecified occupant of sport utility vehicle injured in collision with fixed or stationary object in traffic accident, sequela",ca5737c3f1583d11e35c3174a42d44f15a5f60aecad3bc63850ee9ad12ecd867,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4900XD,"Driver injured in collision w unsp mv nontraf, subs","Driver injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter",0130a68ab1f3c4b3a9f0d9a98548f28a5b6e35de399c85b9ce5a9c40366012b1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4919XS,"Passenger injured in collision w oth mv nontraf, sequela","Passenger injured in collision with other motor vehicles in nontraffic accident, sequela",a5c5a4dae000ae5cb7cb139b8ec70b08bac4601ca163319cc5422c52f4113d33,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4920XA,"Unsp car occupant injured in clsn w unsp mv nontraf, init","Unspecified car occupant injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",eab2ccaadd614e68d2eb5c306a450e8e25e272ef170554c6dd2ab082d42d08e6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V4920XS,"Unsp car occupant injured in clsn w unsp mv nontraf, sequela","Unspecified car occupant injured in collision with unspecified motor vehicles in nontraffic accident, sequela",52c65b5f66a99c3e4307b960a1672fe9b85434581df69c328d5064385ba17c52,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V521XXS,"Pasngr in pk-up/van inj in clsn w 2/3-whl mv nontraf, sqla","Passenger in pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",e54b0b227b7a5af664bbbaa0a466f2b4f2a1853b031ea389ca132b61c8a9eede,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
V526XXS,"Pasngr in pk-up/van inj in clsn w 2/3-whl mv in traf, sqla","Passenger in pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",62f3a997740e0e136c81a85605ee1e62cee7685dfc615275d11c42749a4af26e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
